Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition,AdjOffSQ,AdjDefSQ,Rim3Rate,KillShotsScored,KillShotsConceded,BPR,PaceVar,RecentForm
Southern Utah,0.0,101.7,0.0,0.0,0.0,70.5,0.505,0.0,16.7,0.0,53.7,27.7,0.32,0.353,-2.47,0,0,0,0,0,0,0.0,0.0,101.492823700391,101.41138430819552,0.5861153665846643,6.7,8.0,6.8379760104875755,4.258637199060812,0.009220200077588947
St. Bonaventure,0.0,103.5,0.0,0.0,0.0,66.3,0.494,0.0,15.2,0.0,52.3,30.7,0.339,0.27,1.62,0,0,0,0,0,0,0.0,0.0,108.21612021449322,102.95657023060545,0.31109212240261014,9.4,4.0,6.378643359045712,1.9667807998202098,2.038419946549644
St. Francis (NY),0.0,98.0,0.0,0.0,0.0,71.1,0.471,0.0,15.6,0.0,49.2,27.9,0.349,0.269,-7.44,0,0,0,0,0,0,0.0,0.0,99.69195876459754,103.21779145744247,0.3428569611177567,7.9,8.7,-1.7365815448331097,1.666826518372884,1.709779052588315
St. John's (NY),0.0,100.5,0.0,0.0,0.0,74.3,0.459,0.0,12.9,0.0,48.4,29.9,0.313,0.299,7.68,0,0,0,0,0,0,0.0,0.0,103.81654049914326,96.9960726442529,0.4693662096995783,7.8,8.0,4.717538757381026,3.97621412807225,0.7123186442314162
Stanford,0.0,100.3,0.0,0.0,0.0,68.7,0.535,0.0,18.8,0.0,48.8,22.1,0.352,0.31,6.38,0,0,0,0,0,0,0.0,0.0,100.00232597016982,100.31247106069642,0.508590647339789,8.7,6.8,-1.7759275663015859,3.4596166906259884,-1.9650917221779902
Stephen F. Austin,0.0,107.4,0.0,0.0,0.0,74.8,0.541,0.0,20.1,0.0,55.5,38.2,0.274,0.437,-6.89,0,0,0,0,0,0,0.0,0.0,106.45899941550293,100.34787395292884,0.5471624997367611,10.1,6.9,4.905505652269002,2.7770065048004167,-0.21876943202707966
Stetson,0.0,98.8,0.0,0.0,0.0,64.3,0.499,0.0,18.6,0.0,51.9,30.4,0.325,0.384,-5.3,0,0,0,0,0,0,0.0,0.0,95.85635618926725,99.01977583292194,0.46614854438776043,5.4,6.2,-3.43527016202029,2.0268930611532845,-2.6080220927333686
Stony Brook,0.0,98.2,0.0,0.0,0.0,69.9,0.479,0.0,17.9,0.0,51.8,29.5,0.431,0.329,-4.41,0,0,0,0,0,0,0.0,0.0,100.31645086037925,95.1350137218097,0.39170175757558834,5.8,8.1,1.2648232727695983,3.6163448580319875,-0.9964858357662636
Syracuse,0.0,108.0,0.0,0.0,0.0,68.3,0.505,0.0,14.3,0.0,49.1,29.6,0.421,0.357,7.26,0,0,0,0,0,0,0.0,0.0,107.52020818860885,102.94984766997355,0.4067405250300048,9.9,3.8,5.0117127542514535,3.268291036768272,-0.451411933239219
TCU,0.0,98.5,0.0,0.0,0.0,65.7,0.498,0.0,18.4,0.0,50.9,32.2,0.433,0.265,10.09,0,0,0,0,0,0,0.0,0.0,102.80746250352706,103.19520290012274,0.419006773847694,9.7,6.0,2.668496574706777,3.7178339776876568,-0.04874220121436501
Temple,0.0,95.5,0.0,0.0,0.0,70.6,0.46,0.0,15.8,0.0,49.7,25.9,0.35,0.333,6.17,0,0,0,0,0,0,0.0,0.0,94.80898904789872,95.68832830201276,0.5080253108153515,10.8,8.5,-2.4798149004228462,3.4698182871787795,-2.4387739636739694
Tennessee,0.0,100.7,0.0,0.0,0.0,66.6,0.488,0.0,17.8,0.0,50.8,30.5,0.361,0.373,8.3,0,0,0,0,0,0,0.0,0.0,98.8267563188799,104.46445060253939,0.3208890421029067,9.5,8.2,0.24032212034271466,4.026610479520043,0.9148853449416523
Tennessee State,0.0,100.4,0.0,0.0,0.0,70.5,0.535,0.0,21.3,0.0,53.6,31.8,0.374,0.319,-5.45,0,0,0,0,0,0,0.0,0.0,100.07299902743709,104.4664449754617,0.5778674982854348,10.8,5.4,-0.41532322702441615,3.6521173337864417,2.117147653947499
Tennessee Tech,0.0,94.6,0.0,0.0,0.0,68.8,0.483,0.0,18.7,0.0,49.4,28.8,0.425,0.217,-4.67,0,0,0,0,0,0,0.0,0.0,95.40123142626744,98.84870095329198,0.45950957309784923,7.9,5.1,-0.5096540868649662,3.0529821258968437,2.491835515125387
Tennessee-Martin,0.0,107.5,0.0,0.0,0.0,70.1,0.518,0.0,15.9,0.0,48.2,31.1,0.376,0.32,-4.3,0,0,0,0,0,0,0.0,0.0,110.91410717266997,99.28444092241885,0.4359085567012264,7.7,7.7,4.317197543522619,3.7711591469686274,-1.4265284377300536
Texas,0.0,96.9,0.0,0.0,0.0,66.2,0.499,0.0,18.0,0.0,47.3,26.6,0.429,0.22,9.6,0,0,0,0,0,0,0.0,0.0,95.3960400497152,99.37299487354784,0.3783452998084436,5.0,6.6,-3.3344839098031924,3.318945959981756,2.2216455028655373
Texas A&M,0.0,95.7,0.0,0.0,0.0,65.7,0.464,0.0,18.4,0.0,49.7,31.3,0.41,0.411,6.96,0,0,0,0,0,0,0.0,0.0,92.42055742702405,96.00319744471861,0.5858140328082608,5.6,7.8,-2.4101007565654657,2.4499886620314735,0.7367622306250319
Texas A&M-Corpus Christi,0.0,96.7,0.0,0.0,0.0,68.3,0.517,0.0,22.5,0.0,52.1,30.3,0.391,0.328,-6.63,0,0,0,0,0,0,0.0,0.0,92.62045896790606,97.31200690202947,0.5955934059862399,5.5,5.5,-1.99517573081766,3.9568091288463876,1.8190056477441519
Texas Southern,0.0,96.7,0.0,0.0,0.0,74.6,0.462,0.0,18.0,0.0,50.6,31.5,0.286,0.408,-6.05,0,0,0,0,0,0,0.0,0.0,92.03580630065959,104.0245147371389,0.4770424247797745,7.5,4.1,-0.2662794185973685,4.474164318019302,1.6645530632536543
Texas State,0.0,107.6,0.0,0.0,0.0,67.1,0.503,0.0,14.3,0.0,50.2,29.4,0.278,0.355,-0.28,0,0,0,0,0,0,0.0,0.0,104.64670224196001,98.76353673142633,0.47629686473849786,12.2,8.2,2.8899729963740306,3.9219047066597157,-1.4706542442248591
Texas Tech,0.0,103.8,0.0,0.0,0.0,68.2,0.517,0.0,17.4,0.0,50.0,27.8,0.366,0.345,8.41,0,0,0,0,0,0,0.0,0.0,108.8585073684161,104.33026071356517,0.589302607833462,7.6,7.1,-0.22477534568915258,3.268388987855812,0.798556115161243
Texas-Rio Grande Valley,0.0,102.0,0.0,0.0,0.0,70.6,0.489,0.0,15.3,0.0,48.5,28.6,0.311,0.343,-3.7,0,0,0,0,0,0,0.0,0.0,100.57436200827848,102.77112457282244,0.5757757917219642,8.8,5.5,2.722380411576694,3.6404613093449747,-2.4350573772053745
The Citadel,0.0,97.7,0.0,0.0,0.0,75.6,0.51,0.0,17.9,0.0,46.9,22.8,0.469,0.307,-1.0,0,0,0,0,0,0,0.0,0.0,98.10126467987692,100.18871717465056,0.5466954704140675,10.0,7.1,-2.8441463462316428,2.496053178525589,1.4385366061677378
Toledo,0.0,106.8,0.0,0.0,0.0,69.5,0.512,0.0,15.3,0.0,51.3,28.3,0.42,0.363,-1.47,0,0,0,0,0,0,0.0,0.0,107.72697222870326,95.74730782300036,0.43641399198268854,9.6,4.5,2.9675717377772033,2.697994187029165,-2.9177978825270934
Towson,0.0,106.5,0.0,0.0,0.0,65.7,0.491,0.0,15.2,0.0,54.0,33.5,0.334,0.333,-1.51,0,0,0,0,0,0,0.0,0.0,107.84707614165313,99.13358405821864,0.5255936227303268,12.4,7.6,6.4225875028755794,4.195541037184977,-1.8364603766516825
Troy,0.0,96.3,0.0,0.0,0.0,70.8,0.469,0.0,17.1,0.0,49.2,30.2,0.437,0.292,-1.32,0,0,0,0,0,0,0.0,0.0,94.71186285940873,99.70406050211625,0.5218620822021374,6.5,5.2,-2.559887706615281,2.4513779231092747,-0.2992863214932717
Tulane,0.0,97.6,0.0,0.0,0.0,69.4,0.478,0.0,15.2,0.0,44.4,22.3,0.403,0.342,3.54,0,0,0,0,0,0,0.0,0.0,95.5322941320788,96.73398548177778,0.4472757340768797,6.0,6.2,-1.6355457470651213,4.033484673253075,0.6175895889634964
Tulsa,0.0,99.5,0.0,0.0,0.0,67.1,0.495,0.0,17.5,0.0,50.1,26.3,0.342,0.397,3.59,0,0,0,0,0,0,0.0,0.0,102.07633250259047,103.67766255746614,0.35720702819292727,8.7,7.2,-1.5344670402967349,2.6409996575617494,2.148570916510144
UAB,0.0,100.2,0.0,0.0,0.0,67.2,0.503,0.0,19.0,0.0,54.7,31.7,0.3,0.351,-1.64,0,0,0,0,0,0,0.0,0.0,102.52691661685445,102.15633459734164,0.40194730017078,12.0,4.5,1.7797116008334835,1.7195928107243064,0.4876162756303024
UC Davis,0.0,105.6,0.0,0.0,0.0,68.4,0.534,0.0,16.7,0.0,48.3,23.4,0.369,0.315,-2.63,0,0,0,0,0,0,0.0,0.0,109.81935044169698,98.2788335451715,0.539773787433331,6.9,7.1,1.618103800472554,3.364981328721063,1.4758367910045722
UC Irvine,0.0,107.1,0.0,0.0,0.0,69.1,0.526,0.0,17.2,0.0,56.7,35.3,0.298,0.283,-2.18,0,0,0,0,0,0,0.0,0.0,107.82258337704225,99.56784764918709,0.5002392907751356,12.2,7.0,4.796887337501681,4.4110389627214195,-1.855286587657271
UC Riverside,0.0,99.5,0.0,0.0,0.0,64.4,0.51,0.0,17.9,0.0,54.2,27.6,0.423,0.269,-4.18,0,0,0,0,0,0,0.0,0.0,104.23315194362313,100.23344246370449,0.378130423879497,11.9,5.2,2.4594874442676438,2.7899573213127624,-1.8379636834883568
UC Santa Barbara,0.0,108.6,0.0,0.0,0.0,64.9,0.517,0.0,15.7,0.0,53.6,32.2,0.35,0.368,-4.06,0,0,0,0,0,0,0.0,0.0,109.07379711787657,95.55912928262028,0.5719380469449463,12.0,8.3,7.132167118953987,3.7211360581602144,-1.8399775503216689
UCF,0.0,99.5,0.0,0.0,0.0,68.7,0.494,0.0,17.4,0.0,49.3,28.8,0.385,0.309,4.13,0,0,0,0,0,0,0.0,0.0,103.97811035346852,102.63042828834988,0.49662931286416645,5.8,4.6,2.104037726187767,4.191299497617082,1.469300813128827
UCLA,0.0,103.6,0.0,0.0,0.0,66.5,0.487,0.0,16.7,0.0,54.2,34.5,0.333,0.374,8.23,0,0,0,0,0,0,0.0,0.0,106.51321186917264,96.17969195925767,0.5633441468683742,8.9,7.8,2.863498422493767,4.206844930805888,-1.6978936699837017
UNC Asheville,0.0,105.0,0.0,0.0,0.0,71.2,0.525,0.0,14.3,0.0,45.7,24.0,0.385,0.34,-8.31,0,0,0,0,0,0,0.0,0.0,109.47708556609942,95.2938925632725,0.560122621764796,5.8,4.5,0.5721739625094564,1.7635296015949016,-1.3099406535417613
UNC Greensboro,0.0,106.2,0.0,0.0,0.0,69.0,0.501,0.0,14.0,0.0,52.1,33.8,0.422,0.261,-1.48,0,0,0,0,0,0,0.0,0.0,102.17830333541445,101.00693908334135,0.5857396828014232,10.1,6.6,1.3739559974207354,2.4463705936495446,2.4839077939737533
UNC Wilmington,0.0,97.4,0.0,0.0,0.0,69.6,0.488,0.0,16.6,0.0,48.1,24.1,0.336,0.32,-0.9,0,0,0,0,0,0,0.0,0.0,98.91838254706447,97.73367948389757,0.5786648760476877,9.2,5.1,-4.12146699709038,2.143094577613094,1.3933413000146126
UT Arlington,0.0,101.5,0.0,0.0,0.0,68.8,0.48,0.0,14.1,0.0,49.1,26.7,0.419,0.284,2.13,0,0,0,0,0,0,0.0,0.0,103.28501411733762,104.02167726171594,0.4753362991007955,9.2,8.7,-0.5052165041863246,4.3147855732542695,2.7942809209650195
Utah,0.0,103.2,0.0,0.0,0.0,67.7,0.513,0.0,17.3,0.0,51.9,28.9,0.383,0.358,7.86,0,0,0,0,0,0,0.0,0.0,99.23376957715405,101.94135048734523,0.41830179566793674,11.3,6.2,1.515862591411186,3.6396147434332002,-2.7685477779368943
Utah State,0.0,109.8,0.0,0.0,0.0,68.9,0.523,0.0,15.6,0.0,56.6,31.8,0.379,0.361,4.04,0,0,0,0,0,0,0.0,0.0,108.51959345276124,103.09368523402075,0.5188381511506772,9.6,4.2,4.889932018875701,3.127657971204372,2.820857351706209
Utah Valley,0.0,97.7,0.0,0.0,0.0,71.2,0.498,0.0,17.8,0.0,49.6,24.3,0.374,0.345,-4.18,0,0,0,0,0,0,0.0,0.0,96.94328238132549,100.31190459580608,0.4527876441540639,5.6,6.4,-2.6966656690007667,3.4136015321151865,-2.4437655522542405
UTEP,0.0,97.1,0.0,0.0,0.0,69.2,0.483,0.0,17.6,0.0,49.7,24.2,0.399,0.341,-0.45,0,0,0,0,0,0,0.0,0.0,96.30436330050114,101.94438678329686,0.32858926626327123,8.1,8.4,1.0105235533403505,4.156168178394884,-2.670109482039523
UTSA,0.0,102.3,0.0,0.0,0.0,74.0,0.491,0.0,15.0,0.0,50.0,27.5,0.424,0.266,0.41,0,0,0,0,0,0,0.0,0.0,101.94122098534545,96.46234799014663,0.4516372133703554,12.2,8.2,0.037491158469891595,2.486846216162443,2.8215608585355687
Valparaiso,0.0,102.5,0.0,0.0,0.0,69.5,0.51,0.0,15.9,0.0,48.9,26.2,0.404,0.268,1.17,0,0,0,0,0,0,0.0,0.0,101.4560095652626,97.04634146523188,0.3996839257695156,7.8,4.5,-1.291710065154974,2.9983508370908103,1.931458681278231
Vanderbilt,0.0,101.7,0.0,0.0,0.0,70.0,0.502,0.0,16.4,0.0,47.2,25.4,0.443,0.414,6.41,0,0,0,0,0,0,0.0,0.0,106.04598169541664,99.72619165777252,0.3958111784192962,9.7,6.1,0.42542722146940054,2.3227085248286152,-1.59490652319536
Vermont,0.0,107.5,0.0,0.0,0.0,66.5,0.519,0.0,14.7,0.0,53.0,28.0,0.435,0.306,-4.84,0,0,0,0,0,0,0.0,0.0,109.13433192172491,99.93573655406618,0.3517366781275143,8.9,7.6,3.708554882353264,3.6951866331718146,1.3787513166474787
Villanova,0.0,107.8,0.0,0.0,0.0,67.6,0.526,0.0,14.1,0.0,51.2,25.6,0.473,0.269,10.03,0,0,0,0,0,0,0.0,0.0,108.58924977911079,104.77237543648808,0.33201448174870546,6.9,7.4,6.78488866478085,4.018734087380329,1.486688160072457
Virginia,0.0,93.5,0.0,0.0,0.0,60.2,0.469,0.0,17.7,0.0,52.8,26.4,0.37,0.266,7.5,0,0,0,0,0,0,0.0,0.0,93.02777258218119,96.18296456087391,0.4987729431752409,10.1,6.6,-2.3986184381015767,1.6364662543658155,1.1517813008151498
Virginia Commonwealth,0.0,101.8,0.0,0.0,0.0,69.2,0.497,0.0,15.6,0.0,48.1,27.5,0.372,0.33,4.08,0,0,0,0,0,0,0.0,0.0,101.34746268777833,96.20073307308893,0.4273648954895567,9.5,8.1,0.800011625393779,2.34413551259863,1.2796463403264564
VMI,0.0,103.9,0.0,0.0,0.0,68.4,0.518,0.0,15.9,0.0,49.9,27.9,0.508,0.225,-2.72,0,0,0,0,0,0,0.0,0.0,101.90266944635056,102.50605355888476,0.35864009419061704,8.3,5.8,1.7076346530322357,2.4600469525177266,-2.15821213993357
Virginia Tech,0.0,101.3,0.0,0.0,0.0,66.1,0.503,0.0,13.2,0.0,47.7,21.0,0.477,0.229,6.16,0,0,0,0,0,0,0.0,0.0,103.5459485218184,96.81855610309134,0.3550165365342303,5.3,7.0,3.4892135304010576,3.7979621496209406,-1.6442849146208596
Wagner,0.0,97.6,0.0,0.0,0.0,69.1,0.473,0.0,17.0,0.0,49.3,29.9,0.377,0.295,-5.57,0,0,0,0,0,0,0.0,0.0,94.0907242630527,98.26290036723422,0.5796414000402876,8.1,8.1,1.783525662770184,3.6528774896839553,2.3240952360331697
Wake Forest,0.0,102.1,0.0,0.0,0.0,70.8,0.49,0.0,17.2,0.0,51.9,28.6,0.329,0.41,8.14,0,0,0,0,0,0,0.0,0.0,98.62558064964584,95.89568385355294,0.4804629696766029,10.0,8.6,4.231109652516971,4.452171871898175,-0.46619160976260376
Washington,0.0,99.7,0.0,0.0,0.0,70.2,0.504,0.0,18.8,0.0,49.7,27.4,0.384,0.379,8.25,0,0,0,0,0,0,0.0,0.0,97.60119864087953,101.47912448893734,0.30839834384623255,8.5,4.7,-4.1854901733239664,3.775972977046314,2.061551702565986
Washington State,0.0,97.5,0.0,0.0,0.0,71.1,0.458,0.0,15.0,0.0,49.5,27.6,0.393,0.307,4.94,0,0,0,0,0,0,0.0,0.0,99.77480757731506,104.2786403526174,0.41221356238397905,11.2,4.6,1.1046971149063722,2.572715135676451,-0.44141580628379984
Weber State,0.0,100.4,0.0,0.0,0.0,68.7,0.511,0.0,15.5,0.0,48.0,22.2,0.364,0.281,-0.66,0,0,0,0,0,0,0.0,0.0,100.0995917984372,104.75478410531936,0.5023166992135818,11.3,6.3,0.4261937602780857,3.284316778998262,-0.570559578345319
West Virginia,0.0,100.9,0.0,0.0,0.0,69.4,0.465,0.0,17.0,0.0,55.6,40.0,0.296,0.405,10.64,0,0,0,0,0,0,0.0,0.0,102.98190012030932,97.02822839961557,0.45785077657569984,8.0,6.2,1.846780055364639,2.4535150840750415,-2.1218171880004215
Western Carolina,0.0,108.0,0.0,0.0,0.0,72.4,0.552,0.0,17.5,0.0,53.1,28.9,0.457,0.368,-1.55,0,0,0,0,0,0,0.0,0.0,105.66329092314567,101.61981738307944,0.5691124371970093,11.8,4.5,5.868613243124523,2.3283935580614497,-0.6296213177483092
Western Illinois,0.0,100.9,0.0,0.0,0.0,73.1,0.494,0.0,13.6,0.0,46.9,21.7,0.367,0.221,-3.03,0,0,0,0,0,0,0.0,0.0,98.59366604016972,98.53452010589142,0.3983184016840962,10.7,4.1,-1.3698347450638049,4.225541728587014,1.2892208040489948
Western Kentucky,0.0,107.4,0.0,0.0,0.0,69.8,0.52,0.0,15.5,0.0,48.4,25.3,0.368,0.392,0.96,0,0,0,0,0,0,0.0,0.0,105.05920513363073,95.3696312614656,0.31845153075936883,7.8,6.1,5.1334138421680775,2.8827628058560735,0.5682412311604192
Western Michigan,0.0,99.4,0.0,0.0,0.0,69.0,0.492,0.0,16.6,0.0,48.8,24.8,0.377,0.358,-0.25,0,0,0,0,0,0,0.0,0.0,103.81265430990484,96.71100076824169,0.47478219521224774,7.5,5.6,2.9681242146390643,3.4711190525436897,0.5850773747387743
Wichita State,0.0,100.9,0.0,0.0,0.0,70.7,0.471,0.0,15.3,0.0,53.2,31.7,0.393,0.337,5.6,0,0,0,0,0,0,0.0,0.0,101.31512812261118,98.80742886135478,0.5775747003157723,5.1,6.3,1.0564508768066923,3.769585326653017,1.0641951150222204
William & Mary,0.0,105.1,0.0,0.0,0.0,68.0,0.532,0.0,16.6,0.0,53.1,26.1,0.39,0.307,-3.1,0,0,0,0,0,0,0.0,0.0,103.42546050035872,95.85807979616744,0.39342507994355924,6.0,5.5,7.210112928213822,3.724758755150754,2.660707010433528
Winthrop,0.0,110.8,0.0,0.0,0.0,72.6,0.538,0.0,16.0,0.0,55.2,35.1,0.439,0.358,-6.53,0,0,0,0,0,0,0.0,0.0,107.86658601723045,104.58020363427461,0.4313403568505531,6.6,5.4,6.219384393579529,2.426146791788666,1.1644798885771592
Wisconsin,0.0,103.8,0.0,0.0,0.0,64.4,0.503,0.0,13.8,0.0,49.6,24.1,0.445,0.269,10.95,0,0,0,0,0,0,0.0,0.0,104.39403219704245,95.08692430368453,0.3518882398220073,8.3,8.2,0.7977365460506491,3.352338891294864,-0.9059177545660935
Wofford,0.0,106.6,0.0,0.0,0.0,66.9,0.547,0.0,16.1,0.0,50.2,25.0,0.481,0.263,-1.5,0,0,0,0,0,0,0.0,0.0,106.58381480423775,99.28985959708818,0.3783255395745435,6.5,4.7,4.45844586770618,3.0726288224058345,0.5865516107551276
Wright State,0.0,109.0,0.0,0.0,0.0,73.1,0.518,0.0,14.4,0.0,51.9,32.2,0.34,0.369,-6.21,0,0,0,0,0,0,0.0,0.0,109.36487686546016,104.56111476313512,0.5601257385423802,6.5,5.3,5.577563858291103,2.4858817887677755,-2.632171956038629
Wyoming,0.0,91.8,0.0,0.0,0.0,67.6,0.484,0.0,17.3,0.0,43.5,14.5,0.465,0.305,4.82,0,0,0,0,0,0,0.0,0.0,94.7865140279546,99.48307259364422,0.5606936465457155,5.7,8.5,-2.549450897296909,2.398855122585213,2.0385416431858636
Xavier,0.0,100.2,0.0,0.0,0.0,69.1,0.49,0.0,16.9,0.0,52.4,32.2,0.347,0.309,9.47,0,0,0,0,0,0,0.0,0.0,99.63816476795725,103.72491665540389,0.32729562227853237,5.9,5.5,1.7727898019295847,1.7137332890319528,-0.4194000773937452
Yale,0.0,108.3,0.0,0.0,0.0,68.2,0.545,0.0,16.3,0.0,54.8,27.4,0.414,0.33,-1.51,0,0,0,0,0,0,0.0,0.0,111.63269293118596,99.37573244261712,0.3685783622079626,12.3,5.5,2.5464798017401247,1.8852991093354845,2.559862166470063
Youngstown State,0.0,104.8,0.0,0.0,0.0,68.6,0.481,0.0,14.5,0.0,52.6,35.7,0.372,0.3,-4.79,0,0,0,0,0,0,0.0,0.0,109.79037467437587,99.29065811077177,0.4888299772604804,10.0,6.1,5.601704409551331,2.298259356075572,-2.9349187081697634
