Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,3PAr,SOS,Momentum,Intuition,AdjOffSQ,AdjDefSQ,Rim3Rate,KillShotsScored,KillShotsConceded,BPR,PaceVar,RecentForm
Towson,0.0,106.7,0.0,0.0,0.0,64.6,0.477,0.0,13.2,0.0,53.9,0.353,-1.43,0.0,0.0,110.15126656587914,98.31947945631558,0.47764819821990684,6.1,5.2,2.903688024224491,1.7157045987733932,-0.7668992261063656
Troy,0.0,113.5,0.0,0.0,0.0,68.1,0.526,0.0,14.3,0.0,52.4,0.455,-4.56,0.0,0.0,118.46503498649234,100.49004139695217,0.5308287411393028,12.1,4.6,5.56514709959384,2.931725345121337,-2.6420482956084967
Tulane,0.0,105.3,0.0,0.0,0.0,68.2,0.495,0.0,14.0,0.0,44.3,0.451,1.13,0.0,0.0,104.79748422276732,100.29935056928679,0.3168343679263706,11.5,8.1,1.3613109154221232,1.5633163463944832,0.5641645888878166
Tulsa,0.0,122.9,0.0,0.0,0.0,68.8,0.566,0.0,12.9,0.0,53.8,0.463,0.81,0.0,0.0,119.69106484670029,95.41775798905587,0.40959857269053085,11.4,7.1,9.546664721027755,3.6959891437543257,-1.2701754157842948
UAB,0.0,110.5,0.0,0.0,0.0,70.8,0.486,0.0,10.5,0.0,52.4,0.305,-0.24,0.0,0.0,115.24012277559305,96.98914674657527,0.48314021762411985,12.8,5.6,4.372162024243245,1.8141357062059054,0.38882055459385145
UC Davis,0.0,107.2,0.0,0.0,0.0,71.9,0.521,0.0,15.7,0.0,48.2,0.431,-1.11,0.0,0.0,103.19521778569916,97.04201060507927,0.49871012041222035,7.2,5.9,-2.0627408926096598,1.5647142072693945,-0.6771864126706577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.14576969368089,0.5739573175180731,0.0,0.0,0.0,3.306958363851081,-0.5606827657237334
UC Irvine,0.0,107.2,0.0,0.0,0.0,71.4,0.512,0.0,15.1,0.0,52.4,0.277,-1.4,0.0,0.0,109.61136458354933,96.02570033883381,0.3075990806625713,12.7,8.3,3.235877496506092,2.891525291316677,0.752372462340146
UC Riverside,0.0,103.1,0.0,0.0,0.0,70.7,0.495,0.0,16.1,0.0,49.4,0.388,-0.28,0.0,0.0,99.72928682421424,102.53882487139376,0.3222489748197103,8.1,5.7,0.41364385498238,2.281300953363478,2.3607352802600747
UC San Diego,0.0,108.4,0.0,0.0,0.0,69.8,0.528,0.0,14.4,0.0,50.9,0.427,-1.67,0.0,0.0,105.62944898471355,103.04146835794141,0.35544709669017566,8.3,5.2,-0.5579631178933306,2.706280037010387,-1.9943166029268076
UC Santa Barbara,0.0,113.2,0.0,0.0,0.0,67.5,0.549,0.0,16.3,0.0,53.7,0.432,-1.8,0.0,0.0,109.0198832051204,99.59863078012097,0.5905701983149558,11.0,4.0,3.74415536607333,4.157187643060731,1.740875205051198
UCF,0.0,113.7,0.0,0.0,0.0,70.6,0.528,0.0,13.4,0.0,52.6,0.344,10.82,0.0,0.0,112.66281900397219,102.85260052070467,0.5592866841665918,9.5,5.0,7.308043776817514,3.9538917820944013,0.2382085056744545
UCLA,0.0,117.0,0.0,0.0,0.0,65.7,0.539,0.0,11.6,0.0,49.6,0.359,11.55,0.0,0.0,113.06388707619696,102.27085426877001,0.47598918284455155,11.0,7.6,5.427515825313677,2.7235413615585795,-0.7846544205630708
UNC Asheville,0.0,107.5,0.0,0.0,0.0,67.8,0.517,0.0,15.3,0.0,50.9,0.352,-3.87,0.0,0.0,104.59215475015063,104.99163817346846,0.4629136226570905,10.6,6.4,4.058647469239983,3.358719432099808,-0.49059738946518894
UNC Greensboro,0.0,112.6,0.0,0.0,0.0,69.0,0.53,0.0,12.8,0.0,50.4,0.396,-6.01,0.0,0.0,116.88274616700203,101.4508498144167,0.45834087921444217,11.5,6.1,8.34414468192859,1.8998634368390557,0.06264453436055839
UNC Wilmington,0.0,114.9,0.0,0.0,0.0,67.0,0.514,0.0,12.5,0.0,54.8,0.382,-5.03,0.0,0.0,117.53708924071475,101.70678342930428,0.5418129897548274,6.1,5.2,4.308069542911419,2.0366516061839928,-0.6091062333095008
UT Arlington,0.0,102.7,0.0,0.0,0.0,67.3,0.481,0.0,17.3,0.0,53.9,0.304,-1.69,0.0,0.0,99.79448380081041,102.92683231676514,0.358718198750849,11.0,6.4,2.1672214159348497,2.698536511737621,0.29919870917474967
Utah,0.0,108.8,0.0,0.0,0.0,68.0,0.52,0.0,14.6,0.0,49.0,0.375,10.95,0.0,0.0,109.94596710912043,104.51235554058445,0.3014821304154969,11.1,4.6,3.5743545035541286,2.959449570095103,2.3924298132253674
Utah State,0.0,120.0,0.0,0.0,0.0,68.5,0.572,0.0,13.3,0.0,51.3,0.412,6.51,0.0,0.0,117.89711222247523,100.12878893826358,0.5736097171293462,10.0,6.9,10.70834135754661,2.7623349796073517,-2.1444986567042164
Utah Tech,0.0,108.8,0.0,0.0,0.0,68.9,0.54,0.0,15.5,0.0,48.6,0.385,-1.28,0.0,0.0,106.72071973825189,97.15718517328563,0.5023345581676181,8.7,8.1,7.26381624740387,1.7757471293461098,-2.0412356945801307
Utah Valley,0.0,114.0,0.0,0.0,0.0,70.0,0.562,0.0,17.0,0.0,54.0,0.338,-1.76,0.0,0.0,117.00121352222712,99.57820406559256,0.5732665286172649,10.2,4.2,10.827446255351397,1.8855808239763818,-2.6788143742581054
UTEP,0.0,102.6,0.0,0.0,0.0,66.8,0.492,0.0,15.1,0.0,47.3,0.386,-0.39,0.0,0.0,100.99014962738332,100.22250984761303,0.43382581171175183,5.3,8.6,0.3772708709118333,4.4119300957675165,2.46359452990676
UTSA,0.0,99.0,0.0,0.0,0.0,70.2,0.459,0.0,14.5,0.0,46.6,0.406,1.45,0.0,0.0,96.79278960839473,99.4407526516764,0.4229357917871614,5.3,4.9,0.8752940087191667,2.750262739246495,-1.2722339660148045
Valparaiso,0.0,106.6,0.0,0.0,0.0,66.8,0.483,0.0,13.3,0.0,50.8,0.367,0.67,0.0,0.0,102.77161472057863,103.70983225116885,0.5948175392612175,10.3,4.1,4.0718031403840165,2.425262247983746,-1.3437395370187335
Vanderbilt,0.0,121.5,0.0,0.0,0.0,70.8,0.556,0.0,11.7,0.0,50.3,0.438,11.36,0.0,0.0,119.72501122903002,99.45877082847562,0.516226093032346,7.9,5.8,11.492276591612612,2.632369973774984,0.4686196588050422
Vermont,0.0,112.2,0.0,0.0,0.0,64.7,0.539,0.0,12.7,0.0,52.7,0.449,-10.17,0.0,0.0,112.08173971781854,96.98579507091947,0.5795843947206296,12.1,5.4,6.111350661225587,2.9853876614922,0.6233665474877776
Villanova,0.0,114.8,0.0,0.0,0.0,66.4,0.537,0.0,12.9,0.0,49.8,0.457,9.94,0.0,0.0,120.05047892794559,101.03353512458662,0.4585335861213479,8.4,4.0,5.899639323350984,2.2527654826865726,-1.0326130333332735
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.59237391069254,0.5959742168445089,0.0,0.0,0.0,2.3660937311894967,0.23377712035656906
Virginia,0.0,119.1,0.0,0.0,0.0,66.5,0.546,0.0,13.4,0.0,55.1,0.465,9.38,0.0,0.0,122.55350507621347,99.7708420732078,0.5781848058815791,11.6,7.2,9.40807764645146,1.926286730913175,-0.5576517619996937
Virginia Commonwealth,0.0,117.9,0.0,0.0,0.0,69.5,0.542,0.0,13.2,0.0,51.8,0.438,2.95,0.0,0.0,122.09533110831018,98.65078331083545,0.43984637195140813,10.3,5.4,9.406519478270967,1.8726020913554566,2.911469595979144
VMI,0.0,104.9,0.0,0.0,0.0,68.6,0.49,0.0,12.7,0.0,45.1,0.54,-6.01,0.0,0.0,103.96020907697849,98.26778429838335,0.3473668393245205,10.2,5.9,6.119985583951715,4.4355764341168875,-0.547826864423963
Virginia Tech,0.0,112.8,0.0,0.0,0.0,68.0,0.522,0.0,12.9,0.0,49.8,0.397,9.39,0.0,0.0,117.56202231713397,99.84811337799448,0.4208627103734336,10.0,3.9,5.632953195230466,3.084117700139197,-1.396600340595765
Wagner,0.0,105.5,0.0,0.0,0.0,66.2,0.501,0.0,16.1,0.0,52.8,0.364,-8.68,0.0,0.0,101.18803343785582,96.90471625332268,0.5750288296935044,8.6,4.5,5.118414477370335,2.469627019951224,-0.8853084854368363
Wake Forest,0.0,112.2,0.0,0.0,0.0,69.5,0.526,0.0,13.5,0.0,48.5,0.437,10.82,0.0,0.0,110.88066116879959,97.2014596213852,0.4750040306557916,12.3,5.7,8.980444948093231,3.852588824449448,2.310293454927918
Washington,0.0,112.2,0.0,0.0,0.0,68.0,0.512,0.0,13.0,0.0,53.3,0.346,10.7,0.0,0.0,107.62751665776352,104.378349081439,0.4299995958497092,10.8,7.3,4.537097454532243,3.479153277241059,1.9648921545999398
Washington State,0.0,110.0,0.0,0.0,0.0,69.2,0.549,0.0,16.5,0.0,51.5,0.448,5.12,0.0,0.0,107.7642921336772,102.07766884937699,0.3948270147240632,9.8,5.8,3.7330648762436365,2.2331212044728552,-1.755539111069259
Weber State,0.0,113.6,0.0,0.0,0.0,70.7,0.527,0.0,13.3,0.0,53.0,0.333,-2.58,0.0,0.0,110.8869951800877,99.67277676533219,0.4843004833253189,11.4,3.9,5.523282272296813,4.147561794474375,-0.5472038321349031
West Georgia,0.0,107.4,0.0,0.0,0.0,70.5,0.503,0.0,13.5,0.0,50.7,0.333,-5.77,0.0,0.0,106.73189369688997,99.27626473637986,0.4816038180662229,9.2,3.8,6.917591211317138,2.845639095150955,-0.14340833817583598
West Virginia,0.0,106.9,0.0,0.0,0.0,64.0,0.511,0.0,15.1,0.0,51.0,0.429,8.38,0.0,0.0,105.55410144788269,97.56513994459264,0.5024140319589168,11.5,3.9,6.8118437428298595,3.268143162174443,-0.8965078406758624
Western Carolina,0.0,112.6,0.0,0.0,0.0,69.1,0.513,0.0,13.7,0.0,54.6,0.411,-3.7,0.0,0.0,107.60513177194194,99.9597862022109,0.31131702418247337,11.6,4.5,3.242236360033702,2.188019322742314,-0.4428647229634859
Western Illinois,0.0,96.2,0.0,0.0,0.0,67.2,0.455,0.0,15.1,0.0,46.7,0.333,-8.15,0.0,0.0,96.36597551754505,95.7286755956793,0.5822839403988742,7.3,7.6,-1.4314497472368175,3.437290072051583,-0.23162908484273803
Western Kentucky,0.0,110.6,0.0,0.0,0.0,71.1,0.481,0.0,12.3,0.0,50.9,0.399,-0.44,0.0,0.0,111.40329498524642,101.50013264907409,0.3981569772004349,11.3,5.6,6.05855437961559,2.9839887472779987,-2.8196410827404383
Western Michigan,0.0,106.9,0.0,0.0,0.0,69.7,0.502,0.0,14.9,0.0,51.2,0.351,-2.14,0.0,0.0,108.97228126830966,102.25151627892389,0.45614777914350646,8.1,6.4,1.156820542872036,4.032977094484853,-1.4922636537523433
Wichita State,0.0,114.2,0.0,0.0,0.0,67.0,0.505,0.0,12.3,0.0,54.8,0.344,1.74,0.0,0.0,113.4349496398041,95.23403164063613,0.5955727263138028,7.1,6.5,7.24979543453676,1.990143568214032,-0.7876207033788445
William & Mary,0.0,112.5,0.0,0.0,0.0,73.9,0.551,0.0,14.7,0.0,49.4,0.425,-2.68,0.0,0.0,113.5499359046244,98.9488219176956,0.5486062676732203,7.8,5.7,5.627853413042843,3.4534024309106925,-1.6311805492091083
Winthrop,0.0,115.6,0.0,0.0,0.0,72.1,0.512,0.0,12.6,0.0,54.0,0.444,-4.42,0.0,0.0,109.8866246809917,100.88378845185339,0.4835776494097039,8.6,4.0,5.853273403087454,3.656989571122402,1.5332975031303147
Wisconsin,0.0,118.8,0.0,0.0,0.0,68.8,0.545,0.0,11.1,0.0,50.5,0.526,12.45,0.0,0.0,122.46463198072468,96.81322965204157,0.4121046027085917,8.7,6.2,10.683588444917813,3.281425423207179,-0.9197588919634139
Wofford,0.0,115.2,0.0,0.0,0.0,68.1,0.531,0.0,11.8,0.0,50.5,0.439,-7.16,0.0,0.0,118.71525468641077,102.2382200551974,0.4260904378626539,13.4,5.6,9.252777109748278,3.980647046457353,2.787471015939502
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.17127259115577,0.5390272156073529,0.0,0.0,0.0,2.9553087805303253,2.2877609741711815
Wright State,0.0,116.5,0.0,0.0,0.0,69.0,0.549,0.0,14.0,0.0,53.1,0.334,-4.43,0.0,0.0,122.31386162570107,96.40975871314828,0.34071285970261433,7.7,6.0,6.330201162897784,3.9146224294151444,2.5102433926778884
Wyoming,0.0,114.1,0.0,0.0,0.0,67.6,0.523,0.0,13.8,0.0,53.3,0.423,4.08,0.0,0.0,114.47130618068563,95.79727856210609,0.42923098585359704,13.0,4.6,8.449205599174965,4.315747100724588,-2.0640259977980513
Xavier,0.0,109.2,0.0,0.0,0.0,71.2,0.518,0.0,12.3,0.0,47.6,0.406,10.16,0.0,0.0,107.82956033628106,100.15187768900459,0.584240393108052,11.9,8.0,4.2667540061080835,4.434547157245087,2.8878787549517853
Yale,0.0,122.4,0.0,0.0,0.0,66.1,0.572,0.0,12.1,0.0,53.4,0.364,-2.6,0.0,0.0,118.99190634112054,96.98391551279428,0.3058062054736365,8.2,6.7,10.401211432400675,4.495261912623352,2.2073360491158764
Youngstown State,0.0,112.5,0.0,0.0,0.0,69.0,0.547,0.0,15.8,0.0,51.0,0.489,-4.62,0.0,0.0,116.21932324522115,101.5129984419773,0.3522158208092989,5.8,3.6,6.235466225024922,2.4873770204466625,-2.1487572065246585
